age,gender,occupation,donation_frequency,donation_start_date,is_credit_card,amount,is_instant_pay,is_email_verified,is_address_verified,sign_up_date,sign_up_channel,is_cancel
43,Female,IT & T,Monthly,16/03/2018,1,35,0,1,1,22/02/2018,Door to Door,0
40,Female,Accounting,Monthly,16/03/2018,1,30,0,1,1,22/02/2018,Door to Door,0
28,Male,Other,Monthly,16/03/2018,1,25,0,1,1,22/02/2018,Street,0
36,Female,Other,Monthly,15/03/2018,1,40,0,1,1,22/02/2018,Door to Door,0
34,Female,Other,Monthly,15/03/2018,1,40,0,1,1,22/02/2018,Door to Door,0
49,Male,Other,Monthly,15/03/2018,1,20,0,1,1,22/02/2018,Door to Door,1
25,Female,Case officer,Monthly,1/04/2018,1,30,0,1,1,23/02/2018,Street,0
43,Female,Physiotherapist ,Monthly,15/03/2018,1,25,0,1,1,23/02/2018,Street,0
38,Female,Sales ,Monthly,15/03/2018,1,30,1,1,0,23/02/2018,Street,0
40,Male,IT,Monthly,31/03/2018,1,30,0,1,0,23/02/2018,Street,0
32,Male,Looking for a job,Monthly,1/05/2018,1,25,0,1,1,23/02/2018,Street,0
26,Male,Tip top ,Monthly,23/03/2018,1,25,0,1,1,23/02/2018,Street,0
51,Female,Accountant cfo,Monthly,15/03/2018,1,50,1,1,1,23/02/2018,Street,0
38,Female,Other,Monthly,16/03/2018,1,30,0,1,1,23/02/2018,Street,0
31,Male,Other,Monthly,15/03/2018,0,30,0,1,1,23/02/2018,Door to Door,0
53,Male,Construction,Monthly,16/03/2018,1,30,0,1,1,23/02/2018,Door to Door,0
70,Male,Construction,Monthly,16/03/2018,1,25,0,1,1,23/02/2018,Door to Door,0
24,Male,Aviation,Monthly,20/04/2018,1,30,0,1,1,23/02/2018,Street,0
61,Female,Musician / Artist,Monthly,16/03/2018,1,30,0,1,1,23/02/2018,Door to Door,0
59,Male,Manager,Monthly,15/03/2018,1,40,1,1,0,23/02/2018,Street,0
51,Male,Other,Monthly,15/03/2018,1,30,0,1,1,23/02/2018,Door to Door,0
52,Female,Consultant,Monthly,16/03/2018,1,30,0,1,1,23/02/2018,Door to Door,0
55,Male,Banking & Finance,Monthly,16/03/2018,1,30,0,1,1,23/02/2018,Door to Door,0
62,Female,Health Professional,Monthly,15/03/2018,1,30,0,1,1,23/02/2018,Door to Door,0
25,Male,Aviation,Monthly,20/04/2018,1,30,0,1,1,23/02/2018,Street,1
30,Male,Engineer,Monthly,20/04/2018,1,30,0,1,1,23/02/2018,Street,1
32,Male,Musician / Artist,Monthly,16/03/2018,1,40,0,1,1,23/02/2018,Door to Door,1
24,Male,Retail,Monthly,16/03/2018,1,35,0,1,1,24/02/2018,Door to Door,0
65,Male,Accounting,Monthly,16/03/2018,1,25,0,1,1,24/02/2018,Door to Door,0
27,Male,Labourer ,Monthly,26/03/2018,1,30,0,1,1,26/02/2018,Street,0
24,Male,Chef,Monthly,20/04/2018,1,30,0,1,1,26/02/2018,Street,0
32,Female,Accounting,Monthly,16/03/2018,1,20,0,1,1,26/02/2018,Street,0
35,Female,IT & T,Monthly,16/03/2018,0,30,0,1,1,26/02/2018,Door to Door,0
31,Male,Labor,Monthly,15/03/2018,1,30,1,1,1,26/02/2018,Street,0
30,Male,Engineer,Monthly,7/04/2018,1,30,0,1,1,26/02/2018,Street,0
24,Male,Sky tower host,Monthly,8/03/2018,1,30,0,1,1,26/02/2018,Street,0
28,Female,Self Employment,Monthly,16/03/2018,1,25,0,1,1,26/02/2018,Door to Door,0
61,Female,Other,Monthly,1/04/2018,1,20,0,1,1,26/02/2018,Street,0
43,Male,Self Employment,Monthly,16/03/2018,1,25,0,1,1,26/02/2018,Door to Door,0
51,Male,Construction,Monthly,16/03/2018,1,40,0,1,1,26/02/2018,Door to Door,0
33,Male,Construction,Monthly,16/03/2018,1,35,0,1,1,26/02/2018,Door to Door,0
48,Male,IT & T,Monthly,16/03/2018,1,30,0,1,1,26/02/2018,Door to Door,0
28,Male,Hospitality Worker,Monthly,15/03/2018,1,30,0,1,1,26/02/2018,Door to Door,0
30,Female,Legal assistant,Monthly,20/04/2018,1,30,0,1,1,26/02/2018,Street,1
58,Female,Support work,Monthly,4/04/2018,1,25,0,0,1,27/02/2018,Street,0
33,Male,Retail Assistant,Monthly,7/04/2018,1,25,0,1,1,27/02/2018,Street,0
34,Female,Call centre rep,Monthly,20/04/2018,1,30,0,1,1,27/02/2018,Street,0
39,Female,Customer service,Monthly,15/03/2018,1,25,0,1,0,27/02/2018,Street,0
29,Male,Baker,Monthly,4/04/2018,1,40,0,1,1,27/02/2018,Street,0
27,Male,pt construction worker ,Monthly,22/03/2018,1,30,0,1,1,27/02/2018,Street,0
25,Female,Sales worker,Monthly,1/04/2018,1,25,0,1,1,27/02/2018,Street,0
53,Male,Labourer,Monthly,20/04/2018,1,30,0,0,1,27/02/2018,Street,0
47,Male,Banking & Finance,Monthly,16/03/2018,1,40,0,1,1,27/02/2018,Door to Door,0
30,Female,Manager ,Monthly,15/03/2018,1,30,1,1,1,27/02/2018,Street,0
45,Female,Self Employment,Monthly,16/03/2018,1,60,0,1,1,27/02/2018,Door to Door,0
51,Female,IT & T,Monthly,16/03/2018,1,30,0,1,1,27/02/2018,Door to Door,0
52,Male,Legal,Monthly,16/03/2018,1,30,0,1,1,27/02/2018,Door to Door,0
36,Female,Sales & Marketing,Monthly,16/03/2018,1,25,0,1,1,27/02/2018,Door to Door,0
52,Male,Self Employment,Monthly,16/03/2018,1,40,0,1,1,27/02/2018,Door to Door,0
42,Female,Sales & Marketing,Monthly,16/03/2018,1,30,0,1,1,27/02/2018,Door to Door,0
38,Female,Other,Monthly,15/03/2018,1,40,0,1,1,27/02/2018,Door to Door,0
40,Male,Sales & Marketing,Monthly,16/03/2018,1,40,0,1,1,27/02/2018,Door to Door,0
44,Female,Factory Worker,Monthly,15/03/2018,1,30,0,1,1,27/02/2018,Door to Door,0
48,Female,IT & T,Monthly,16/03/2018,1,25,0,1,1,27/02/2018,Door to Door,0
51,Female,Self Employment,Monthly,16/03/2018,1,30,0,1,1,27/02/2018,Door to Door,0
28,Male,"Aircon, refrigeration",Monthly,12/03/2018,1,30,0,0,1,27/02/2018,Street,1
24,Male,Construction,Monthly,16/03/2018,1,30,0,1,1,27/02/2018,Door to Door,1
24,Female,Babysitter ,Weekly,14/03/2018,1,7,0,1,1,28/02/2018,Street,0
56,Male,Musician,Monthly,15/03/2018,1,25,1,1,0,28/02/2018,Street,0
30,Female,Hospitality / Chef,Monthly,16/03/2018,1,30,0,1,1,28/02/2018,Door to Door,0
33,Female,Retail assistant,Other,15/03/2018,1,15,0,1,1,28/02/2018,Street,0
55,Male,Construction,Monthly,16/03/2018,1,25,0,1,1,28/02/2018,Door to Door,0
57,Female,Self Employment,Monthly,16/03/2018,1,50,0,1,1,28/02/2018,Door to Door,0
28,Female,Retail,Monthly,16/03/2018,1,40,0,1,1,28/02/2018,Door to Door,0
40,Female,Other,Monthly,16/03/2018,1,30,0,1,1,28/02/2018,Door to Door,0
65,Female,Health Professional,Monthly,15/03/2018,1,30,0,1,1,28/02/2018,Door to Door,0
57,Female,Health Professional,Monthly,15/03/2018,1,30,0,1,1,28/02/2018,Door to Door,0
53,Male,Other,Monthly,15/03/2018,1,20,0,1,1,28/02/2018,Door to Door,0
29,Female,Management,Monthly,16/03/2018,1,25,0,1,1,28/02/2018,Door to Door,0
58,Male,Self Employment,Monthly,16/03/2018,1,25,0,1,1,28/02/2018,Door to Door,0
38,Female,Finance Worker,Monthly,15/03/2018,1,40,0,1,1,28/02/2018,Door to Door,0
29,Female,Musician / Artist,Monthly,16/03/2018,1,25,0,1,1,28/02/2018,Door to Door,0
63,Male,Engineering,Monthly,16/03/2018,1,40,0,1,1,28/02/2018,Door to Door,0
24,Female,Call centre operator,Monthly,20/04/2018,1,30,0,1,1,28/02/2018,Street,1
27,Male,Maccas manager,Monthly,20/04/2018,1,30,0,1,1,28/02/2018,Street,1
56,Male,Banking & Finance,Monthly,16/03/2018,1,30,0,1,1,28/02/2018,Door to Door,1
28,Female,Retail,Monthly,16/03/2018,1,40,0,1,1,28/02/2018,Door to Door,1
26,Male,Cleaner,Monthly,7/04/2018,1,30,0,1,1,1/03/2018,Street,0
25,Male,Choreographer,Monthly,22/03/2018,1,30,0,1,1,1/03/2018,Street,0
68,Female,Youth Worker,Monthly,15/03/2018,1,30,0,1,1,1/03/2018,Street,0
34,Male,Labour,Monthly,1/04/2018,1,30,1,1,1,1/03/2018,Street,0
49,Female,Migration,Monthly,1/04/2018,1,30,1,1,1,1/03/2018,Street,0
60,Female,Other,Monthly,1/04/2018,1,38,0,1,1,1/03/2018,Street,0
24,Female,Maths tutor ,Monthly,1/04/2018,1,25,1,1,1,1/03/2018,Street,0
62,Female,Consultant,Monthly,16/03/2018,1,40,0,1,1,1/03/2018,Door to Door,0
83,Male,Lecturer,Monthly,15/03/2018,1,25,1,1,0,1/03/2018,Street,0
39,Female,Other,Monthly,16/03/2018,1,30,0,0,1,1/03/2018,Door to Door,0
52,Female,Self Employment,Monthly,16/03/2018,1,35,0,0,1,1/03/2018,Door to Door,0
36,Female,Business Owner,Monthly,15/03/2018,0,30,0,1,1,1/03/2018,Door to Door,0
24,Male,Other,Monthly,1/04/2018,1,20,0,1,1,1/03/2018,Street,0
38,Female,Legal,Monthly,16/03/2018,1,30,0,0,1,1/03/2018,Door to Door,0
59,Female,Accounting,Monthly,16/03/2018,1,30,0,0,1,1/03/2018,Door to Door,0
38,Female,IT Professional,Monthly,15/03/2018,1,20,0,1,1,1/03/2018,Door to Door,0
40,Male,Management,Monthly,16/03/2018,1,25,0,0,1,1/03/2018,Door to Door,0
62,Female,Consultant,Monthly,16/03/2018,1,10,0,0,1,1/03/2018,Door to Door,0
30,Male,Sales rep,Monthly,20/04/2018,1,30,0,1,1,1/03/2018,Street,1
26,Female,Freelancer ,Monthly,1/04/2018,1,30,0,1,1,1/03/2018,Street,1
25,Female,Looking for a job,Monthly,8/04/2018,1,25,0,0,1,2/03/2018,Street,0
23,Male,LSG Sky Chefs,Monthly,20/04/2018,1,25,1,1,1,2/03/2018,Street,0
36,Male,It ,Monthly,15/03/2018,1,25,0,1,1,2/03/2018,Street,0
25,Male,Service technician ,Other,18/03/2018,1,25,0,1,1,2/03/2018,Street,0
33,Male,Software engineer,Monthly,1/04/2018,1,30,1,1,1,2/03/2018,Street,0
33,Male,Storeman,Monthly,16/03/2018,1,40,0,0,1,2/03/2018,Door to Door,0
43,Female,Business Owner,Monthly,15/03/2018,1,38,0,1,1,2/03/2018,Door to Door,0
41,Female,Social Worker,Monthly,1/04/2018,0,20,0,1,1,2/03/2018,Door to Door,0
50,Male,Consultant,Monthly,16/03/2018,1,30,0,0,1,2/03/2018,Door to Door,0
54,Female,Service,Monthly,1/04/2018,1,30,1,1,0,2/03/2018,Street,0
45,Male,Banking & Finance,Monthly,16/03/2018,1,40,0,0,1,2/03/2018,Door to Door,0
46,Female,Management,Monthly,16/03/2018,1,30,0,0,1,2/03/2018,Door to Door,0
40,Male,Engineering,Monthly,16/03/2018,1,30,0,0,1,2/03/2018,Door to Door,0
61,Female,Health Professional,Monthly,15/03/2018,1,20,0,1,1,2/03/2018,Door to Door,0
47,Female,Real Estate,Monthly,16/03/2018,1,25,0,0,1,2/03/2018,Door to Door,0
38,Female,Home maker ,Monthly,1/04/2018,1,30,0,1,1,2/03/2018,Street,1
25,Male,Assistant supermarket kitchen,Monthly,20/04/2018,1,30,1,1,1,2/03/2018,Street,1
28,Male,Porter,Monthly,20/04/2018,1,30,0,1,1,2/03/2018,Street,1
28,Male,Assisant technician ,Other,12/03/2018,1,14,0,1,1,2/03/2018,Street,1
25,Female,Accountant ,Monthly,1/04/2018,1,25,0,1,1,2/03/2018,Street,1
37,Male,IT & T,Monthly,16/03/2018,1,35,0,0,1,2/03/2018,Door to Door,1
59,Male,Banking & Finance,Monthly,16/03/2018,1,30,0,0,1,3/03/2018,Door to Door,0
35,Male,IT & T,Monthly,16/03/2018,1,50,0,0,1,3/03/2018,Door to Door,0
41,Male,Storeman,Monthly,16/03/2018,1,30,0,0,1,3/03/2018,Door to Door,0
41,Female,Management,Monthly,16/03/2018,1,30,0,0,1,3/03/2018,Door to Door,0
52,Female,Management,Monthly,16/03/2018,1,30,0,0,1,3/03/2018,Door to Door,0
47,Male,Other,Monthly,16/03/2018,1,38,0,1,1,4/03/2018,Street,0
25,Female,Other,Monthly,16/03/2018,1,38,0,1,1,4/03/2018,Street,0
23,Male,Freelance ,Monthly,22/03/2018,1,30,0,1,1,5/03/2018,Street,0
29,Male,In between jobs - Accountant,Monthly,10/04/2018,1,30,0,0,1,5/03/2018,Mall,0
36,Male,Painter ,Monthly,5/04/2018,1,30,0,1,1,5/03/2018,Mall,0
24,Male,Swimming instructor ,Monthly,15/03/2018,1,30,0,1,1,5/03/2018,Street,0
25,Male,Consturction,Monthly,1/04/2018,1,25,1,1,0,5/03/2018,Street,0
34,Female,Hospitality / Chef,Monthly,1/04/2018,1,20,0,1,1,5/03/2018,Street,0
47,Male,Storeman,Monthly,1/04/2018,1,30,0,1,1,5/03/2018,Door to Door,0
39,Male,Software engineer,Monthly,15/03/2018,1,25,0,1,0,5/03/2018,Street,0
52,Male,Hospitality,Monthly,15/03/2018,1,30,0,0,1,5/03/2018,Mall,0
27,Male,Labourer,Monthly,1/04/2018,1,40,0,1,1,5/03/2018,Door to Door,0
38,Male,Consultant ,Monthly,20/04/2018,1,30,0,1,1,5/03/2018,Street,0
28,Female,Other,Monthly,1/04/2018,1,20,0,1,1,5/03/2018,Street,0
27,Female,Sales Representative,Monthly,1/04/2018,1,25,0,1,1,5/03/2018,Door to Door,0
56,Female,Accounting,Monthly,1/04/2018,1,25,0,1,1,5/03/2018,Door to Door,0
28,Male,Other,Monthly,1/04/2018,1,30,0,1,1,5/03/2018,Door to Door,0
35,Female,Accounting,Monthly,1/04/2018,1,30,0,1,1,5/03/2018,Door to Door,0
35,Female,Other,Monthly,16/04/2018,1,30,0,1,1,5/03/2018,Door to Door,0
52,Male,IT & T,Monthly,1/04/2018,1,30,0,1,1,5/03/2018,Door to Door,0
33,Male,Mechanic,Monthly,20/04/2018,1,30,0,1,1,5/03/2018,Street,1
29,Male,Construction,Monthly,20/04/2018,1,30,0,1,1,5/03/2018,Street,1
24,Female,Stay at home mum/ looking for job,Monthly,1/05/2018,1,30,0,1,1,5/03/2018,Street,1
28,Male,Musician ,Monthly,20/04/2018,1,30,1,1,1,5/03/2018,Street,1
41,Male,Other,Monthly,1/04/2018,1,35,0,1,0,5/03/2018,Door to Door,1
32,Female,Retail,Monthly,1/04/2018,1,25,0,1,1,5/03/2018,Door to Door,1
24,Male,Marketing assistant ,Monthly,20/04/2018,1,30,0,0,1,6/03/2018,Door to Door,0
33,Male,Glazer,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Mall,0
29,Female,Retail ,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Street,0
46,Female,Other,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Door to Door,0
40,Male,Consultant,Monthly,1/04/2018,1,38,0,1,1,6/03/2018,Street,0
43,Male,IT & T,Monthly,1/04/2018,1,40,0,1,1,6/03/2018,Door to Door,0
25,Male,Sales & Marketing,Monthly,1/04/2018,1,35,0,1,1,6/03/2018,Door to Door,0
29,Male,Other,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Door to Door,0
74,Male,Other,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Door to Door,0
59,Male,Construction,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Door to Door,0
68,Female,Other,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Door to Door,0
39,Male,Self Employment,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Street,0
28,Female,Health Professional,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Door to Door,0
66,Female,Self Employment,Monthly,1/04/2018,1,40,0,1,1,6/03/2018,Door to Door,0
46,Male,Engineering,Monthly,1/04/2018,1,35,0,1,1,6/03/2018,Door to Door,0
33,Male,Other,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Door to Door,0
40,Male,Construction Worker,Monthly,1/04/2018,1,38,0,1,1,6/03/2018,Door to Door,0
28,Male,Call Centre / Customer Service,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Door to Door,0
69,Male,Hospitality / Chef,Monthly,1/04/2018,1,25,0,1,1,6/03/2018,Door to Door,0
26,Male,Crew member at burger king,Monthly,20/04/2018,1,30,0,1,1,6/03/2018,Door to Door,1
24,Male,Mail officer,Monthly,1/05/2018,1,30,0,1,1,6/03/2018,Street,1
41,Female,Teaching ,Monthly,20/04/2018,1,30,0,1,1,6/03/2018,Door to Door,1
24,Male,Cafe front of house,Monthly,20/04/2018,1,30,1,1,1,6/03/2018,Street,1
24,Male,Customer service ,Monthly,20/04/2018,1,30,1,1,1,6/03/2018,Door to Door,1
25,Female,Management,Monthly,1/04/2018,1,30,0,1,1,6/03/2018,Door to Door,1
28,Male,Retail,Monthly,4/04/2018,1,30,0,1,1,7/03/2018,Mall,0
25,Male,Checkout operator,Monthly,7/04/2018,1,35,0,1,1,7/03/2018,Mall,0
23,Male,Agriculture,Monthly,1/04/2018,1,20,0,1,1,7/03/2018,Street,0
24,Male,Health care assistant ,Monthly,22/03/2018,1,30,0,1,1,7/03/2018,Street,0
36,Female,Sales & Marketing,Monthly,1/04/2018,1,25,0,1,1,7/03/2018,Street,0
44,Male,Trainer,Monthly,17/03/2018,1,20,0,1,1,7/03/2018,Mall,0
25,Male,Hospitality,Monthly,1/05/2018,1,30,0,1,1,7/03/2018,Street,0
59,Female,Lawyer,Monthly,23/03/2018,1,100,0,1,1,7/03/2018,Mall,0
36,Male,IT & T,Monthly,1/04/2018,1,30,0,1,1,7/03/2018,Door to Door,0
38,Male,Manager,Monthly,1/04/2018,1,30,0,1,1,7/03/2018,Door to Door,0
31,Male,Customer service manager ,Monthly,8/04/2018,1,30,0,1,1,7/03/2018,Mall,0
36,Male,Engineering,Monthly,1/04/2018,1,35,0,1,1,7/03/2018,Door to Door,0
34,Female,Assistant pharmacist ,Monthly,1/04/2018,1,30,1,1,1,7/03/2018,Street,0
41,Female,Carer,Monthly,1/04/2018,1,30,0,1,1,7/03/2018,Door to Door,0
24,Male,Customer service,Monthly,15/03/2018,1,30,1,1,0,7/03/2018,Street,0
42,Female,Science & Technology,Monthly,1/04/2018,1,40,0,1,1,7/03/2018,Door to Door,0
51,Male,Other,Monthly,1/04/2018,1,40,0,1,1,7/03/2018,Door to Door,0
47,Female,Other,Monthly,1/04/2018,1,25,0,1,1,7/03/2018,Door to Door,0
44,Female,IT & T,Monthly,1/04/2018,1,25,0,1,1,7/03/2018,Door to Door,0
30,Male,IT & T,Monthly,1/04/2018,1,30,0,1,1,7/03/2018,Door to Door,0
28,Female,Florist,Monthly,20/04/2018,1,30,1,1,1,7/03/2018,Door to Door,1
26,Female,Cafe manager,Monthly,1/05/2018,1,30,0,1,1,7/03/2018,Door to Door,1
26,Male,Baker,Monthly,20/04/2018,1,30,0,1,1,7/03/2018,Street,1
27,Male,Mechanic,Monthly,1/04/2018,1,20,0,1,1,7/03/2018,Door to Door,1
24,Female,Hospitality / Chef,Monthly,1/04/2018,1,25,0,1,1,7/03/2018,Door to Door,1
33,Male,Roofer ,Monthly,18/03/2018,1,25,0,1,1,8/03/2018,Mall,0
43,Female,Hospitality / Chef,Monthly,1/04/2018,1,30,0,1,1,8/03/2018,Door to Door,0
29,Female,Hospitality / Chef,Monthly,1/04/2018,1,30,0,1,1,8/03/2018,Door to Door,0
70,Female,Other,Monthly,1/04/2018,1,38,0,1,1,8/03/2018,Street,0
38,Male,IT Professional,Monthly,1/04/2018,1,40,0,1,1,8/03/2018,Door to Door,0
28,Male,Hospitality / Chef,Monthly,1/04/2018,1,25,0,1,1,8/03/2018,Door to Door,0
39,Male,Pharmacist,Monthly,1/05/2018,1,30,1,1,1,8/03/2018,Door to Door,0
33,Female,Health Professional,Monthly,1/04/2018,1,30,0,0,1,8/03/2018,Door to Door,0
24,Male,Warehouse ,Monthly,1/04/2018,1,30,0,1,1,8/03/2018,Mall,0
34,Female,Transport Professional,Monthly,1/04/2018,1,38,0,1,1,8/03/2018,Door to Door,0
32,Male,Construction,Monthly,1/04/2018,1,30,0,1,1,8/03/2018,Door to Door,0
26,Male,IT,Other,18/03/2018,1,30,0,1,1,8/03/2018,Mall,0
33,Female,Other,Monthly,1/04/2018,1,30,0,1,1,8/03/2018,Door to Door,0
27,Female,Cleaner,Monthly,15/04/2018,1,25,0,1,1,8/03/2018,Mall,0
48,Male,Banking & Finance,Monthly,1/04/2018,1,30,0,1,1,8/03/2018,Door to Door,0
25,Male,Retail store ,Monthly,15/04/2018,1,25,0,1,1,8/03/2018,Mall,0
45,Female,Police,Monthly,1/04/2018,1,30,0,1,1,8/03/2018,Door to Door,0
44,Female,Banking & Finance,Monthly,1/04/2018,1,30,0,1,1,8/03/2018,Door to Door,0
31,Male,Self Employment,Monthly,1/04/2018,1,40,0,1,1,8/03/2018,Door to Door,0
68,Male,Client care ,Monthly,16/03/2018,1,50,0,0,1,8/03/2018,Mall,1
30,Male,Chef,Monthly,20/04/2018,1,30,0,1,1,8/03/2018,Street,1
32,Male,Travel blogger ,Monthly,20/04/2018,1,30,0,1,1,8/03/2018,Street,1
30,Male,Project manager ,Monthly,1/05/2018,1,30,1,1,1,8/03/2018,Street,1
50,Male,Labourer,Monthly,1/04/2018,1,40,0,1,1,8/03/2018,Door to Door,1
38,Male,Engineering,Monthly,1/04/2018,1,35,0,1,1,8/03/2018,Door to Door,1
26,Male,Construction ,Monthly,1/04/2018,1,30,0,1,1,9/03/2018,Mall,0
38,Male,Manager ,Monthly,19/03/2018,1,25,0,1,1,9/03/2018,Mall,0
50,Male,Call centre manager,Monthly,15/04/2018,1,30,0,1,1,9/03/2018,Mall,0
26,Male,Tennis coach,Monthly,1/04/2018,1,30,0,1,1,9/03/2018,Mall,0
29,Male,Farmer,Other,4/04/2018,1,45,0,1,1,9/03/2018,Mall,0
34,Male,Hospitality / Chef,Monthly,1/04/2018,1,25,0,1,1,9/03/2018,Door to Door,0
54,Female,Finance Worker,Monthly,1/04/2018,1,50,0,1,1,9/03/2018,Door to Door,0
43,Male,Self Employment,Monthly,1/04/2018,1,25,0,1,1,9/03/2018,Door to Door,0
46,Male,IT & T,Monthly,1/04/2018,1,30,0,1,1,9/03/2018,Door to Door,0
37,Female,Self Employment,Monthly,1/04/2018,1,40,0,1,1,9/03/2018,Door to Door,0
31,Female,Manager,Monthly,1/04/2018,1,30,0,1,1,9/03/2018,Door to Door,0
54,Male,Farmer,Monthly,15/04/2018,1,30,0,1,1,9/03/2018,Mall,0
39,Male,Real Estate,Monthly,1/04/2018,1,20,0,1,1,9/03/2018,Street,0
41,Female,Banking & Finance,Monthly,1/04/2018,1,30,0,1,1,9/03/2018,Door to Door,0
27,Male,Other,Monthly,1/04/2018,1,20,0,1,1,9/03/2018,Street,0
40,Male,Accountant,Monthly,1/04/2018,1,38,0,1,1,9/03/2018,Door to Door,0
38,Female,IT & T,Monthly,1/04/2018,1,30,0,1,1,9/03/2018,Door to Door,0
29,Female,Banking & Finance,Monthly,1/04/2018,1,30,0,1,1,9/03/2018,Door to Door,0
37,Female, application support,Monthly,1/05/2018,1,30,0,0,1,9/03/2018,Street,1
29,Male,Construction ,Monthly,20/04/2018,1,30,0,1,1,9/03/2018,Street,1
25,Male,global security ,Monthly,20/04/2018,1,30,0,1,1,9/03/2018,Street,1
27,Male,construction worker ,Monthly,20/04/2018,1,25,0,0,1,9/03/2018,Street,1
41,Male,Carpenter,Monthly,20/04/2018,1,30,0,1,1,9/03/2018,Street,1
28,Male,Chef,Monthly,1/05/2018,1,30,0,1,1,9/03/2018,Door to Door,1
39,Male,Engineering,Monthly,16/04/2018,1,20,0,1,1,10/03/2018,Street,0
27,Male,Construction,Monthly,1/04/2018,1,20,0,1,1,10/03/2018,Street,0
42,Female,Legal,Monthly,16/04/2018,1,20,0,1,1,10/03/2018,Street,0
29,Female,Construction,Monthly,1/04/2018,1,35,0,1,1,10/03/2018,Door to Door,0
44,Male,IT & T,Monthly,1/04/2018,1,30,0,1,1,10/03/2018,Door to Door,0
42,Male,IT & T,Monthly,1/04/2018,1,35,0,1,1,10/03/2018,Door to Door,0
38,Male,IT & T,Monthly,1/04/2018,1,25,0,1,1,10/03/2018,Door to Door,0
37,Female,Chef,Monthly,15/04/2018,1,30,0,1,1,12/03/2018,Mall,0
28,Male,Mechanical engineering ,Monthly,1/05/2018,1,30,0,1,1,12/03/2018,Street,0
34,Male,Cleaner,Monthly,15/04/2018,1,30,0,1,1,12/03/2018,Mall,0
27,Female,Baker,Monthly,10/04/2018,1,30,0,1,1,12/03/2018,Mall,0
38,Male,Business owner,Monthly,20/04/2018,1,25,0,1,1,12/03/2018,Mall,0
24,Male,Checkout Operator,Monthly,20/04/2018,1,25,0,1,1,12/03/2018,Mall,0
28,Female,Bk manager,Monthly,20/04/2018,1,30,0,1,1,12/03/2018,Mall,0
40,Female,Other,Monthly,1/04/2018,1,40,0,1,1,12/03/2018,Door to Door,0
38,Male,Construction Worker,Monthly,1/04/2018,1,30,0,1,1,12/03/2018,Door to Door,0
31,Male,Construction Worker,Monthly,1/04/2018,1,30,0,1,1,12/03/2018,Door to Door,0
57,Female,Machine Operator,Monthly,1/04/2018,1,30,0,1,1,12/03/2018,Door to Door,0
38,Male,Automotive Worker,Monthly,1/04/2018,1,30,0,0,1,12/03/2018,Door to Door,0
29,Female,Other,Monthly,1/04/2018,1,30,0,1,1,12/03/2018,Door to Door,0
25,Male,It support ,Monthly,20/04/2018,1,30,0,1,1,12/03/2018,Street,1
25,Female,Retail,Monthly,20/04/2018,1,20,1,0,1,12/03/2018,Street,1
30,Female,Community support worker,Monthly,1/05/2018,1,30,0,1,1,12/03/2018,Street,1
28,Male,Carpenter,Monthly,1/05/2018,1,30,0,1,1,12/03/2018,Street,1
26,Female,Lecturer ,Monthly,20/04/2018,1,30,0,1,1,13/03/2018,Mall,0
40,Male,Engineer,Monthly,29/03/2018,1,25,0,1,0,13/03/2018,Mall,0
46,Female,Nurse,Monthly,1/04/2018,1,30,0,1,1,13/03/2018,Mall,0
24,Female,looking for work,Monthly,20/04/2018,1,30,0,1,1,13/03/2018,Mall,0
27,Male,Chef,Monthly,20/04/2018,1,30,0,1,1,13/03/2018,Mall,0
25,Female,Retail,Monthly,20/04/2018,1,30,0,1,1,13/03/2018,Mall,0
35,Male,Fencing contractor,Monthly,20/04/2018,1,30,0,1,1,13/03/2018,Mall,0
47,Female,Banking & Finance,Monthly,1/04/2018,1,38,0,1,1,13/03/2018,Street,0
25,Male,Team member,Monthly,22/04/2018,1,30,0,0,1,13/03/2018,Mall,0
40,Female,Other,Monthly,1/04/2018,1,25,0,1,1,13/03/2018,Door to Door,0
26,Male,Construction,Monthly,1/04/2018,1,30,0,1,1,13/03/2018,Door to Door,0
51,Male,Sales & Marketing,Monthly,1/04/2018,1,40,0,1,1,13/03/2018,Door to Door,0
30,Male,Engineering,Monthly,1/04/2018,1,40,0,1,1,13/03/2018,Door to Door,0
39,Male,Other,Monthly,1/04/2018,1,40,0,1,1,13/03/2018,Door to Door,0
31,Male,Self Employment,Monthly,1/04/2018,1,40,0,1,1,13/03/2018,Door to Door,0
48,Female,Banking & Finance,Monthly,1/04/2018,1,25,0,0,1,13/03/2018,Door to Door,0
41,Male,IT Professional,Monthly,1/04/2018,1,40,0,1,0,13/03/2018,Door to Door,0
39,Male,Hospitality / Chef,Monthly,1/04/2018,1,35,0,1,1,13/03/2018,Door to Door,0
